Manager,Date,Agent Group,Agent Name,Interaction Type,Accepted,Rejected,Short,Engage Time,Hold Time,Wrap Time,Handle Time,Handle Time Minutes,Avg Engage Time,Avg Hold Time,Avg Wrap Time,Avg Handle Time,Engage Time %
Manager4,7/15/2019,Queue2,Agent35,Internal,3,0,0,00:03:22,00:00:00,00:02:41,00:06:03,6,00:01:07,00:00:00,00:00:54,00:02:01,0.13%
Manager4,7/15/2019,Queue2,Agent35,Outbound,14,0,0,02:23:44,00:22:24,00:12:33,03:10:29,190,00:10:16,00:03:44,00:00:54,00:13:36,5.35%
Manager4,7/15/2019,Queue2,Agent36,Inbound,141,0,0,12:59:49,08:58:04,02:16:09,24:27:37,1468,00:05:32,00:04:48,00:00:59,00:10:20,29.78%
Manager4,7/15/2019,Queue2,Agent36,Internal,6,0,0,00:03:36,00:06:43,00:05:06,00:24:14,24,00:00:36,00:06:43,00:00:51,00:03:28,0.14%
Manager4,7/15/2019,Queue2,Agent36,Outbound,8,0,0,01:28:49,00:11:48,00:05:47,01:55:17,115,00:11:06,00:02:57,00:00:58,00:10:29,3.39%
Manager5,7/15/2019,Queue3,Agent45,Inbound,137,0,0,13:29:07,10:33:50,02:09:46,26:28:01,1588,00:05:54,00:05:20,00:00:57,00:11:35,30.77%
Manager5,7/15/2019,Queue3,Agent45,Internal,7,0,0,00:17:19,00:05:14,00:06:24,00:28:57,29,00:02:28,00:05:14,00:00:55,00:04:08,0.66%
Manager5,7/15/2019,Queue3,Agent45,Outbound,15,0,0,01:25:09,01:14:44,00:12:06,03:22:41,203,00:05:41,00:06:14,00:00:48,00:12:40,3.24%
Manager5,7/15/2019,Queue3,Agent46,Inbound,117,0,1,06:51:13,03:17:28,01:46:01,12:01:06,721,00:03:31,00:01:48,00:00:56,00:06:10,21.19%
Manager5,7/15/2019,Queue3,Agent46,Internal,3,0,0,00:06:21,00:01:27,00:02:47,00:10:35,11,00:02:07,00:01:27,00:00:56,00:03:32,0.33%
Manager5,7/15/2019,Queue3,Agent46,Outbound,7,0,0,00:55:04,00:04:54,00:03:59,01:04:52,65,00:07:52,00:01:38,00:00:48,00:09:16,2.84%
Manager5,7/15/2019,Queue3,Agent47,Inbound,235,0,3,21:41:30,09:35:10,03:37:00,35:15:50,2116,00:05:32,00:03:12,00:00:58,00:08:49,42.61%
Manager5,7/15/2019,Queue3,Agent47,Internal,5,0,0,00:14:11,00:00:00,00:05:02,00:19:13,19,00:02:50,00:00:00,00:01:00,00:03:51,0.46%
Manager5,7/15/2019,Queue3,Agent47,Outbound,18,0,0,02:07:14,00:19:13,00:16:13,03:21:45,202,00:07:04,00:01:55,00:00:54,00:08:24,4.17%
Manager5,7/15/2019,Queue3,Agent49,Inbound,138,0,0,19:27:05,06:06:29,02:01:50,28:03:24,1683,00:08:27,00:03:15,00:00:54,00:11:56,38.15%
Manager5,7/15/2019,Queue3,Agent49,Internal,10,0,0,00:44:51,00:04:15,00:07:06,00:56:12,56,00:04:29,00:04:15,00:00:53,00:05:37,1.47%
Manager5,7/15/2019,Queue3,Agent49,Outbound,8,0,0,01:24:28,00:13:22,00:06:11,02:08:17,128,00:10:34,00:02:40,00:00:53,00:12:50,2.76%
Manager1,7/12/2019,Queue1,Agent2,Inbound,191,0,1,15:06:04,10:03:36,03:04:03,28:34:36,1715,00:04:45,00:03:44,00:00:59,00:08:53,34.47%
Manager1,7/12/2019,Queue1,Agent2,Internal,5,0,0,00:14:29,00:07:39,00:05:02,00:27:10,27,00:02:54,00:03:50,00:01:00,00:05:26,0.55%
Manager1,7/12/2019,Queue1,Agent2,Outbound,14,0,0,02:33:46,00:19:13,00:13:13,03:19:41,200,00:10:59,00:02:08,00:01:01,00:14:16,5.85%
Manager1,7/12/2019,Queue1,Agent8,Inbound,93,3,0,20:42:13,06:01:40,01:28:59,28:33:41,1714,00:13:21,00:04:28,00:00:59,00:18:14,45.95%
Manager1,7/12/2019,Queue1,Agent8,Internal,1,0,0,00:38:31,00:00:00,00:01:00,00:39:31,40,00:38:31,00:00:00,00:01:00,00:39:31,1.42%
Manager1,7/12/2019,Queue1,Agent8,Outbound,4,0,0,01:44:37,00:40:24,00:03:59,02:31:23,151,00:26:09,00:10:06,00:01:00,00:37:51,3.87%
Manager2,7/12/2019,Queue1,Agent12,Inbound,161,0,0,15:40:58,09:20:29,02:36:40,27:47:58,1668,00:05:51,00:03:40,00:00:59,00:10:18,36.82%
Manager2,7/12/2019,Queue1,Agent12,Internal,4,0,0,00:21:30,00:06:05,00:04:02,00:31:37,32,00:05:23,00:06:05,00:01:01,00:07:54,0.84%
Manager2,7/12/2019,Queue1,Agent12,Outbound,10,0,0,02:27:40,00:25:29,00:09:56,03:19:57,200,00:14:46,00:02:50,00:01:00,00:16:40,5.78%
Manager2,7/12/2019,Queue1,Agent13,Inbound,184,0,1,12:18:51,08:13:07,02:58:04,23:42:18,1422,00:04:01,00:03:10,00:00:59,00:07:41,30.10%
Manager2,7/12/2019,Queue1,Agent13,Internal,10,0,0,00:34:18,00:00:45,00:09:07,00:44:10,44,00:03:26,00:00:45,00:00:55,00:04:25,1.40%
Manager2,7/12/2019,Queue1,Agent13,Outbound,12,0,0,01:21:01,00:40:55,00:10:51,02:19:57,140,00:06:45,00:04:33,00:00:59,00:11:40,3.30%
Manager2,7/12/2019,Queue1,Agent16,Inbound,104,0,2,11:51:14,08:09:29,01:38:07,21:52:11,1312,00:06:50,00:05:58,00:00:58,00:12:16,27.00%
Manager2,7/12/2019,Queue1,Agent16,Internal,13,0,0,01:03:07,00:07:36,00:11:04,01:21:47,82,00:04:51,00:03:48,00:01:00,00:06:17,2.40%
Manager2,7/12/2019,Queue1,Agent16,Outbound,32,0,0,04:58:46,03:20:15,00:31:47,09:23:51,564,00:09:20,00:06:54,00:01:00,00:16:35,11.34%
Manager3,7/12/2019,Queue2,Agent29,Inbound,176,0,0,11:13:40,15:37:56,02:48:50,29:46:35,1787,00:03:50,00:06:20,00:00:59,00:10:09,25.34%
Manager3,7/12/2019,Queue2,Agent29,Internal,2,0,0,00:04:29,00:01:17,00:02:01,00:16:36,17,00:02:15,00:01:17,00:01:01,00:05:32,0.17%
Manager3,7/12/2019,Queue2,Agent29,Outbound,9,0,0,00:43:13,00:41:36,00:07:30,01:51:04,111,00:04:48,00:06:56,00:00:56,00:09:15,1.63%
Manager3,7/12/2019,Queue2,Agent30,Inbound,85,0,1,07:29:15,03:47:14,01:10:27,12:39:05,759,00:05:17,00:02:55,00:00:52,00:08:50,18.17%
Manager3,7/12/2019,Queue2,Agent30,Internal,1,0,0,00:01:26,00:00:00,00:01:01,00:02:27,2,00:01:26,00:00:00,00:01:01,00:02:27,0.06%
Manager3,7/12/2019,Queue2,Agent30,Outbound,12,0,0,01:19:14,00:16:08,00:09:36,01:54:27,114,00:06:36,00:02:18,00:00:52,00:08:48,3.20%
Manager4,7/12/2019,Queue2,Agent35,Inbound,110,0,0,15:42:25,03:46:58,01:36:34,21:44:41,1305,00:08:34,00:03:15,00:00:56,00:11:27,34.56%
Manager4,7/12/2019,Queue2,Agent35,Internal,13,0,0,01:17:23,00:15:27,00:10:29,01:46:36,107,00:05:57,00:07:44,00:00:48,00:08:12,2.84%
Manager4,7/12/2019,Queue2,Agent35,Outbound,31,0,1,05:10:40,00:53:56,00:25:19,07:40:06,460,00:10:01,00:03:00,00:00:56,00:12:47,11.39%
Manager4,7/12/2019,Queue2,Agent36,Inbound,80,0,0,09:26:08,05:00:56,01:15:16,15:48:08,948,00:07:05,00:04:42,00:00:59,00:11:42,23.82%
Manager4,7/12/2019,Queue2,Agent36,Internal,20,0,0,00:38:04,00:17:33,00:20:04,01:15:41,76,00:01:54,00:04:23,00:01:00,00:03:47,1.60%
Manager4,7/12/2019,Queue2,Agent36,Outbound,27,0,0,05:34:55,01:43:50,00:22:47,08:09:43,490,00:12:24,00:05:12,00:00:53,00:16:19,14.09%
Manager5,7/12/2019,Queue3,Agent45,Inbound,160,0,0,15:35:18,12:11:02,02:21:39,31:00:02,1860,00:05:51,00:05:18,00:00:53,00:11:25,31.79%
Manager5,7/12/2019,Queue3,Agent45,Internal,8,0,0,00:19:20,00:17:17,00:05:23,00:42:00,42,00:02:25,00:03:27,00:00:40,00:05:15,0.66%
Manager5,7/12/2019,Queue3,Agent45,Outbound,11,0,0,02:09:56,01:05:43,00:08:35,03:36:53,217,00:11:49,00:07:18,00:00:47,00:19:43,4.42%
Manager5,7/12/2019,Queue3,Agent46,Inbound,126,0,0,06:37:58,03:18:00,01:47:47,12:01:57,722,00:03:10,00:01:45,00:00:53,00:05:41,16.90%
Manager5,7/12/2019,Queue3,Agent46,Internal,4,0,0,00:04:18,00:00:00,00:04:03,00:08:21,8,00:01:05,00:00:00,00:01:01,00:02:05,0.18%
Manager5,7/12/2019,Queue3,Agent46,Outbound,5,0,0,00:10:35,00:00:00,00:04:31,00:18:59,19,00:02:07,00:00:00,00:00:54,00:03:10,0.45%
Manager5,7/12/2019,Queue3,Agent47,Inbound,245,1,1,21:56:23,07:39:35,03:50:31,33:50:02,2030,00:05:22,00:02:29,00:00:57,00:08:15,45.45%
Manager5,7/12/2019,Queue3,Agent47,Internal,5,0,0,00:18:43,00:01:50,00:04:03,00:24:36,25,00:03:45,00:01:50,00:00:49,00:04:55,0.65%
Manager5,7/12/2019,Queue3,Agent47,Outbound,19,0,0,01:40:05,00:24:31,00:16:07,02:50:19,170,00:05:16,00:03:04,00:00:54,00:07:45,3.46%
Manager5,7/12/2019,Queue3,Agent49,Inbound,157,0,0,21:40:45,05:43:37,02:17:59,29:57:27,1797,00:08:17,00:02:34,00:00:53,00:11:18,44.74%
Manager5,7/12/2019,Queue3,Agent49,Internal,8,0,0,00:50:33,00:08:34,00:07:48,01:06:55,67,00:06:19,00:02:51,00:00:59,00:08:22,1.74%
Manager5,7/12/2019,Queue3,Agent49,Outbound,14,0,0,02:42:05,00:24:14,00:12:45,03:53:31,234,00:11:35,00:03:02,00:00:55,00:13:44,5.58%
Manager1,7/13/2019,Queue1,Agent8,Inbound,85,2,0,17:29:01,07:18:17,01:20:32,26:31:37,1592,00:12:20,00:05:55,00:00:58,00:18:18,38.47%
Manager1,7/13/2019,Queue1,Agent8,Internal,2,0,0,00:30:54,00:12:44,00:01:16,00:44:54,45,00:15:27,00:06:22,00:00:38,00:22:27,1.13%
Manager1,7/13/2019,Queue1,Agent8,Outbound,6,0,0,01:49:02,00:35:10,00:05:50,02:47:30,168,00:18:10,00:07:02,00:00:58,00:27:55,4.00%
Manager2,7/13/2019,Queue1,Agent12,Inbound,138,0,0,15:20:02,08:55:49,02:10:14,26:47:35,1608,00:06:40,00:04:15,00:00:59,00:11:29,35.03%
Manager2,7/13/2019,Queue1,Agent12,Internal,1,0,0,00:00:00,00:00:00,00:00:49,00:00:49,1,00:00:00,00:00:00,00:00:49,00:00:49,0.00%
Manager2,7/13/2019,Queue1,Agent12,Outbound,9,0,0,02:32:58,00:37:03,00:08:56,03:36:35,217,00:17:00,00:05:18,00:01:00,00:21:40,5.82%
Manager2,7/13/2019,Queue1,Agent13,Inbound,154,0,0,10:08:38,07:46:20,02:23:44,20:32:29,1232,00:03:57,00:03:44,00:00:58,00:07:57,27.97%
Manager2,7/13/2019,Queue1,Agent13,Internal,5,0,0,00:19:10,00:01:12,00:04:54,00:25:16,25,00:03:50,00:01:12,00:00:59,00:05:03,0.88%
Manager2,7/13/2019,Queue1,Agent13,Outbound,15,0,0,01:49:31,00:46:58,00:14:30,03:10:50,191,00:07:18,00:03:55,00:00:58,00:11:14,5.03%
Manager2,7/13/2019,Queue1,Agent16,Inbound,89,0,0,09:26:44,06:11:09,01:26:41,17:13:06,1033,00:06:22,00:05:27,00:00:58,00:11:36,21.31%
Manager2,7/13/2019,Queue1,Agent16,Internal,12,0,0,01:13:23,00:19:16,00:12:04,02:22:49,143,00:06:07,00:04:49,00:01:00,00:08:56,2.76%
Manager2,7/13/2019,Queue1,Agent16,Outbound,39,0,0,05:53:41,03:23:47,00:36:29,10:40:34,641,00:09:04,00:05:49,00:00:59,00:15:15,13.30%
Manager3,7/13/2019,Queue2,Agent29,Inbound,157,0,0,10:46:32,15:50:55,02:27:20,29:14:38,1755,00:04:07,00:06:45,00:01:00,00:11:06,24.89%
Manager3,7/13/2019,Queue2,Agent29,Internal,4,0,0,00:14:29,00:24:28,00:04:01,00:42:58,43,00:03:37,00:06:07,00:01:00,00:10:45,0.56%
Manager3,7/13/2019,Queue2,Agent29,Outbound,5,0,0,00:26:13,00:37:10,00:05:00,01:11:08,71,00:05:15,00:07:26,00:01:00,00:14:14,1.01%
Manager3,7/13/2019,Queue2,Agent30,Inbound,112,0,2,10:16:16,06:41:02,01:38:21,18:46:32,1127,00:05:30,00:03:56,00:00:54,00:09:53,20.45%
Manager3,7/13/2019,Queue2,Agent30,Internal,5,0,0,00:05:16,00:00:00,00:03:56,00:09:12,9,00:01:03,00:00:00,00:00:47,00:01:50,0.17%
Manager3,7/13/2019,Queue2,Agent30,Outbound,12,0,0,01:52:52,00:15:48,00:07:45,02:21:16,141,00:09:24,00:02:38,00:00:39,00:11:46,3.74%
Manager4,7/13/2019,Queue2,Agent35,Inbound,68,0,0,10:57:37,02:04:44,01:02:15,14:33:54,874,00:09:40,00:03:17,00:00:56,00:11:58,29.23%
Manager4,7/13/2019,Queue2,Agent35,Internal,12,0,0,00:50:35,00:00:00,00:10:35,01:10:00,70,00:04:13,00:00:00,00:00:53,00:05:00,2.25%
Manager4,7/13/2019,Queue2,Agent35,Outbound,29,0,1,07:00:05,00:23:43,00:26:29,09:18:36,559,00:14:29,00:02:09,00:00:57,00:15:06,18.67%
Manager4,7/13/2019,Queue2,Agent36,Inbound,93,0,0,12:01:05,04:05:10,01:30:00,17:53:54,1074,00:07:45,00:03:24,00:00:59,00:11:18,27.02%
Manager4,7/13/2019,Queue2,Agent36,Internal,34,0,0,00:38:51,00:13:05,00:32:32,01:24:28,84,00:01:09,00:02:37,00:00:59,00:02:29,1.46%
Manager4,7/13/2019,Queue2,Agent36,Outbound,28,0,0,06:10:52,01:42:23,00:25:40,08:48:00,528,00:13:15,00:04:16,00:00:55,00:17:36,13.90%
Manager5,7/13/2019,Queue3,Agent45,Inbound,142,3,0,13:52:28,11:57:29,02:01:41,28:15:53,1696,00:05:52,00:05:53,00:00:52,00:11:57,29.16%
Manager5,7/13/2019,Queue3,Agent45,Internal,7,0,0,00:42:14,00:14:38,00:05:00,01:01:52,62,00:06:02,00:07:19,00:00:43,00:08:50,1.48%
Manager5,7/13/2019,Queue3,Agent45,Outbound,8,0,0,01:55:30,00:38:50,00:06:04,03:23:53,204,00:14:26,00:07:46,00:00:46,00:20:23,4.05%
Manager5,7/13/2019,Queue3,Agent46,Inbound,109,0,1,06:21:10,03:25:59,01:37:43,11:38:38,699,00:03:30,00:02:04,00:00:55,00:06:18,14.43%
Manager5,7/13/2019,Queue3,Agent46,Internal,1,0,0,00:00:17,00:00:00,00:00:29,00:00:46,1,00:00:17,00:00:00,00:00:29,00:00:46,0.01%
Manager5,7/13/2019,Queue3,Agent46,Outbound,8,0,0,00:38:22,00:14:20,00:06:44,01:02:29,62,00:04:48,00:02:52,00:00:51,00:07:49,1.45%
Manager5,7/13/2019,Queue3,Agent47,Inbound,206,0,0,18:07:41,08:44:05,03:08:32,30:21:10,1821,00:05:17,00:03:06,00:00:57,00:08:45,38.51%
Manager5,7/13/2019,Queue3,Agent47,Internal,7,0,1,00:36:35,00:19:53,00:07:01,01:03:29,63,00:05:14,00:09:57,00:01:00,00:09:04,1.30%
Manager5,7/13/2019,Queue3,Agent47,Outbound,18,0,0,01:50:05,00:55:28,00:18:07,03:15:14,195,00:06:07,00:04:37,00:01:00,00:10:51,3.90%
Manager5,7/13/2019,Queue3,Agent49,Inbound,119,0,0,19:00:15,03:17:27,01:44:35,24:17:20,1457,00:09:35,00:02:07,00:00:54,00:12:03,42.30%
Manager5,7/13/2019,Queue3,Agent49,Internal,7,0,0,00:37:56,00:00:00,00:07:00,00:44:56,45,00:05:25,00:00:00,00:01:00,00:06:25,1.41%
Manager5,7/13/2019,Queue3,Agent49,Outbound,16,0,0,04:02:31,00:23:03,00:14:48,04:58:16,298,00:15:09,00:02:34,00:00:59,00:17:33,9.00%
Manager1,7/13/2019,Queue1,Agent2,,1,,,,,,,0,,,,,
Manager1,7/14/2019,Queue1,Agent2,Inbound,114,0,0,09:25:12,05:44:37,01:48:27,17:11:35,1032,00:04:57,00:03:25,00:01:00,00:08:54,34.49%
Manager1,7/14/2019,Queue1,Agent2,Outbound,8,0,0,00:53:56,00:16:42,00:08:05,01:28:37,89,00:06:45,00:04:11,00:01:01,00:09:51,3.29%
Manager1,7/14/2019,Queue1,Agent8,Inbound,59,0,1,10:50:40,04:04:53,00:53:13,15:59:36,960,00:11:02,00:04:32,00:00:58,00:16:00,41.59%
Manager1,7/14/2019,Queue1,Agent8,Internal,1,0,0,00:16:01,00:04:39,00:01:00,00:21:40,22,00:16:01,00:04:39,00:01:00,00:21:40,1.02%
Manager1,7/14/2019,Queue1,Agent8,Outbound,3,0,0,00:57:16,00:16:41,00:03:01,01:22:06,82,00:19:05,00:08:21,00:01:00,00:27:22,3.66%
Manager2,7/14/2019,Queue1,Agent12,Inbound,71,1,0,06:35:19,03:39:32,01:09:27,11:31:31,692,00:05:34,00:03:17,00:00:59,00:09:28,36.55%
Manager2,7/14/2019,Queue1,Agent12,Internal,1,0,0,00:01:46,00:00:00,00:01:00,00:02:46,3,00:01:46,00:00:00,00:01:00,00:02:46,0.16%
Manager2,7/14/2019,Queue1,Agent12,Outbound,8,0,0,01:00:31,00:15:27,00:06:38,01:29:33,90,00:07:34,00:02:35,00:00:50,00:11:12,5.60%
Manager2,7/14/2019,Queue1,Agent13,Inbound,122,0,0,06:39:05,08:11:08,01:49:16,16:45:20,1005,00:03:16,00:04:41,00:00:58,00:08:14,26.25%
Manager2,7/14/2019,Queue1,Agent13,Internal,3,0,0,00:09:10,00:00:00,00:03:01,00:12:11,12,00:03:03,00:00:00,00:01:00,00:04:04,0.60%
Manager2,7/14/2019,Queue1,Agent13,Outbound,6,0,0,00:17:45,00:17:49,00:04:54,00:45:37,46,00:02:58,00:04:27,00:00:59,00:07:36,1.17%
Manager2,7/14/2019,Queue1,Agent16,Inbound,59,0,0,07:54:09,03:47:05,00:57:36,12:48:49,769,00:08:02,00:04:27,00:00:59,00:12:49,29.97%
Manager2,7/14/2019,Queue1,Agent16,Internal,10,0,0,00:32:15,00:00:00,00:10:05,00:42:20,42,00:03:14,00:00:00,00:01:01,00:04:14,2.04%
Manager2,7/14/2019,Queue1,Agent16,Outbound,17,0,0,03:26:06,01:27:34,00:16:21,05:26:27,326,00:12:07,00:05:50,00:00:58,00:18:08,13.03%
Manager3,7/14/2019,Queue2,Agent29,Inbound,94,0,1,05:50:56,09:22:22,01:30:53,16:55:31,1016,00:03:44,00:06:32,00:01:00,00:10:41,22.09%
Manager3,7/14/2019,Queue2,Agent29,Internal,1,0,0,00:03:39,00:08:59,00:01:01,00:13:39,14,00:03:39,00:08:59,00:01:01,00:13:39,0.23%
Manager3,7/14/2019,Queue2,Agent29,Outbound,6,0,0,00:34:58,00:36:12,00:06:03,01:22:54,83,00:05:50,00:07:14,00:01:01,00:13:49,2.20%
Manager3,7/14/2019,Queue2,Agent30,Inbound,65,2,0,05:27:11,04:48:03,00:52:33,11:12:24,672,00:05:02,00:04:39,00:00:49,00:10:11,16.81%
Manager3,7/14/2019,Queue2,Agent30,Internal,2,0,0,00:08:35,00:00:00,00:01:39,00:10:14,10,00:04:18,00:00:00,00:00:50,00:05:07,0.44%
Manager3,7/14/2019,Queue2,Agent30,Outbound,6,0,0,00:14:28,00:27:28,00:02:59,00:45:26,45,00:02:25,00:27:28,00:00:30,00:07:34,0.74%
Manager4,7/14/2019,Queue2,Agent35,Inbound,53,0,0,10:04:39,01:40:55,00:46:37,12:52:52,773,00:11:25,00:03:29,00:00:56,00:14:19,38.26%
Manager4,7/14/2019,Queue2,Agent35,Internal,6,0,0,00:34:44,00:02:27,00:06:14,00:43:25,43,00:05:47,00:02:27,00:01:02,00:07:14,2.20%
Manager4,7/14/2019,Queue2,Agent35,Outbound,16,0,0,03:07:47,00:11:36,00:15:11,04:24:52,265,00:11:44,00:02:19,00:00:57,00:14:43,11.88%
Manager4,7/14/2019,Queue2,Agent36,Inbound,57,0,1,06:09:23,03:56:05,00:52:29,11:07:43,668,00:06:29,00:05:37,00:00:59,00:11:19,23.16%
Manager4,7/14/2019,Queue2,Agent36,Internal,15,0,0,00:16:33,00:03:10,00:15:02,00:34:45,35,00:01:06,00:01:35,00:01:00,00:02:19,1.04%
Manager4,7/14/2019,Queue2,Agent36,Outbound,13,0,0,03:46:53,00:07:53,00:12:23,04:28:25,268,00:17:27,00:01:19,00:00:57,00:17:54,14.22%
Manager5,7/14/2019,Queue3,Agent45,Inbound,80,0,0,09:45:23,06:24:27,01:07:20,17:42:37,1063,00:07:19,00:05:25,00:00:51,00:13:07,36.78%
Manager5,7/14/2019,Queue3,Agent45,Internal,2,0,0,00:20:25,00:00:00,00:02:00,00:22:25,22,00:10:13,00:00:00,00:01:00,00:11:13,1.28%
Manager5,7/14/2019,Queue3,Agent45,Outbound,7,0,0,00:36:02,00:30:39,00:06:39,01:21:08,81,00:05:09,00:04:23,00:00:57,00:11:35,2.26%
Manager5,7/14/2019,Queue3,Agent46,Inbound,33,0,1,01:47:53,01:28:04,00:26:24,03:44:42,225,00:03:16,00:02:50,00:00:50,00:06:49,11.04%
Manager5,7/14/2019,Queue3,Agent46,Internal,1,0,1,00:00:01,00:00:00,00:00:00,00:00:01,0,00:00:01,00:00:00,00:00:00,00:00:01,0.00%
Manager5,7/14/2019,Queue3,Agent46,Outbound,3,0,0,00:01:31,00:00:07,00:01:02,00:02:40,3,00:00:30,00:00:07,00:00:21,00:00:53,0.16%
Manager5,7/14/2019,Queue3,Agent47,Inbound,151,0,0,11:05:54,05:48:43,02:19:57,19:49:49,1190,00:04:25,00:02:50,00:00:58,00:07:47,40.08%
Manager5,7/14/2019,Queue3,Agent47,Internal,1,0,0,00:01:17,00:00:00,00:01:00,00:02:17,2,00:01:17,00:00:00,00:01:00,00:02:17,0.08%
Manager5,7/14/2019,Queue3,Agent47,Outbound,9,0,0,00:34:39,00:04:29,00:08:34,00:55:47,56,00:03:51,00:00:54,00:00:57,00:06:12,2.09%
Manager5,7/14/2019,Queue3,Agent49,Inbound,76,0,0,09:48:43,02:14:42,01:10:06,13:18:02,798,00:07:45,00:02:17,00:00:55,00:10:22,44.76%
Manager5,7/14/2019,Queue3,Agent49,Internal,2,0,0,00:10:24,00:00:00,00:02:01,00:12:25,12,00:05:12,00:00:00,00:01:01,00:06:13,0.79%
Manager5,7/14/2019,Queue3,Agent49,Outbound,5,0,0,01:15:05,00:00:34,00:04:01,01:24:04,84,00:15:01,00:00:34,00:01:00,00:16:49,5.71%
Manager1,7/14/2019,Queue1,Agent2,Inbound,86,0,0,07:00:23,03:21:46,01:18:04,11:47:05,707,00:04:53,00:03:03,00:00:59,00:08:02,36.02%
Manager1,7/14/2019,Queue1,Agent2,Internal,3,0,0,00:14:38,00:00:00,00:03:01,00:17:39,18,00:04:53,00:00:00,00:01:00,00:05:53,1.25%
Manager1,7/14/2019,Queue1,Agent2,Outbound,6,0,0,00:39:05,00:11:18,00:06:02,01:01:59,62,00:06:31,00:02:16,00:01:00,00:10:20,3.35%
Manager1,7/14/2019,Queue1,Agent8,Inbound,38,0,0,07:12:09,02:51:08,00:36:03,10:58:25,658,00:11:22,00:04:53,00:00:58,00:16:53,39.28%
Manager1,7/14/2019,Queue1,Agent8,Internal,2,0,0,00:30:06,00:04:17,00:02:00,00:36:23,36,00:15:03,00:04:17,00:01:00,00:18:12,2.74%
Manager1,7/14/2019,Queue1,Agent8,Outbound,3,0,0,00:23:08,00:08:43,00:03:00,00:36:31,37,00:07:43,00:04:22,00:01:00,00:12:10,2.10%
Manager2,7/14/2019,Queue1,Agent12,Inbound,72,1,1,05:35:31,03:07:13,01:10:35,10:00:32,601,00:04:40,00:02:53,00:00:59,00:08:07,31.48%
Manager2,7/14/2019,Queue1,Agent12,Internal,1,0,0,00:01:23,00:00:00,00:01:01,00:02:24,2,00:01:23,00:00:00,00:01:01,00:02:24,0.13%
Manager2,7/14/2019,Queue1,Agent12,Outbound,6,0,1,00:19:43,00:16:20,00:06:03,00:47:29,47,00:03:17,00:04:05,00:01:01,00:06:47,1.85%
Manager2,7/14/2019,Queue1,Agent13,Inbound,63,0,0,04:04:20,02:41:07,00:57:29,07:46:20,466,00:03:53,00:03:02,00:00:58,00:07:24,24.30%
Manager2,7/14/2019,Queue1,Agent13,Internal,2,0,1,00:00:36,00:00:00,00:02:01,00:02:37,3,00:00:18,00:00:00,00:01:01,00:01:19,0.06%
Manager2,7/14/2019,Queue1,Agent13,Outbound,7,0,0,00:42:26,00:03:21,00:05:39,01:01:55,62,00:06:04,00:01:07,00:00:48,00:06:53,4.22%
Manager2,7/14/2019,Queue1,Agent16,Inbound,32,0,0,02:52:34,01:37:07,00:46:35,05:23:57,324,00:05:24,00:03:28,00:01:30,00:09:49,14.88%
Manager2,7/14/2019,Queue1,Agent16,Internal,6,0,0,00:13:20,00:01:57,00:06:02,00:21:19,21,00:02:13,00:01:57,00:01:00,00:03:33,1.15%
Manager2,7/14/2019,Queue1,Agent16,Outbound,19,0,0,03:23:03,00:40:54,00:17:29,04:33:40,274,00:10:41,00:03:09,00:00:58,00:14:24,17.51%
Manager3,7/14/2019,Queue2,Agent29,Inbound,67,0,0,03:54:20,05:01:10,02:01:30,10:58:08,658,00:03:30,00:04:56,00:01:54,00:09:49,21.30%
Manager3,7/14/2019,Queue2,Agent29,Internal,2,0,0,00:03:33,00:00:00,00:02:00,00:05:33,6,00:01:47,00:00:00,00:01:00,00:02:47,0.32%
Manager3,7/14/2019,Queue2,Agent29,Outbound,3,0,0,00:11:41,00:24:15,00:03:02,00:42:16,42,00:03:54,00:08:05,00:01:01,00:14:05,1.06%
Manager3,7/14/2019,Queue2,Agent30,Inbound,38,0,0,02:55:36,01:47:20,00:32:47,05:22:21,322,00:04:37,00:02:59,00:00:53,00:07:52,16.89%
Manager3,7/14/2019,Queue2,Agent30,Outbound,2,0,0,00:07:55,00:05:06,00:02:00,00:16:17,16,00:03:58,00:02:33,00:01:00,00:05:26,0.76%
Manager4,7/14/2019,Queue2,Agent35,Inbound,32,0,0,03:46:37,00:30:07,00:36:42,05:09:02,309,00:07:05,00:01:53,00:01:11,00:09:22,21.59%
Manager4,7/14/2019,Queue2,Agent35,Internal,7,0,0,00:18:20,00:00:00,00:05:14,00:23:34,24,00:02:37,00:00:00,00:00:45,00:03:22,1.75%
Manager4,7/14/2019,Queue2,Agent35,Outbound,9,0,0,01:39:37,00:12:45,00:06:20,02:39:24,159,00:11:04,00:02:33,00:00:54,00:12:16,9.49%
Manager4,7/14/2019,Queue2,Agent36,Inbound,32,0,0,03:43:27,01:23:07,00:30:19,05:41:34,342,00:06:59,00:03:28,00:01:01,00:10:21,21.18%
Manager4,7/14/2019,Queue2,Agent36,Internal,7,0,0,00:08:33,00:02:00,00:07:03,00:17:36,18,00:01:13,00:02:00,00:01:00,00:02:31,0.81%
Manager4,7/14/2019,Queue2,Agent36,Outbound,7,0,0,01:26:38,00:18:36,00:06:06,01:56:26,116,00:12:23,00:03:06,00:00:52,00:16:38,8.21%
Manager5,7/14/2019,Queue3,Agent45,Inbound,53,0,0,04:18:53,04:14:56,00:48:04,09:31:08,571,00:04:53,00:05:19,00:00:54,00:10:35,24.12%
